               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12144,            0.031935,                   0,            0.029665,             0.23529,            0.029699,            0.011676,            0.076936,            0.029352,                   0,              0.0955,              0.0005,              0.0005
