               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.076019,            0.026779,                   0,             0.17967,             0.77778,             0.65535,             0.33654,            0.016821,             0.01487,                   0,            0.070857,           0.0032381,           0.0032381
                   1,            0.054385,            0.021237,                   0,             0.70273,             0.66667,             0.66369,             0.32018,            0.018575,             0.01229,                   0,            0.040727,           0.0064413,           0.0064413
